deviceSerialnum,temperature(°C),humidity,vpd,temperature(°F),co2,Timestamp,temperature_soil_f(°F),temperature_soil(°C),ppfd,power
,19.6,85.1,0.34,67.28,,2025-06-18 07:30:00,,,,
,19.6,82.4,0.4,67.28,,2025-06-18 08:00:00,,,,
,19.5,83.9,0.36,67.1,,2025-06-18 08:30:00,,,,
,19.5,86.2,0.31,67.1,,2025-06-18 09:00:00,,,,
,19.4,81.7,0.41,66.92,,2025-06-18 09:30:00,,,,
,23.2,78.7,0.61,73.76,,2025-06-18 10:30:00,,,,
,25.9,75.6,0.82,78.62,,2025-06-18 11:00:00,,,,
,26.5,75.3,0.86,79.7,,2025-06-18 11:30:00,,,,
,26.8,74.9,0.88,80.24,,2025-06-18 12:00:00,,,,
,27.0,76.3,0.84,80.6,,2025-06-18 12:30:00,,,,
,27.1,76.3,0.85,80.78,,2025-06-18 13:00:00,,,,
,27.3,74.9,0.91,81.14,,2025-06-18 14:00:00,,,,
,27.6,76.2,0.88,81.68,,2025-06-18 14:30:00,,,,
,27.6,75.8,0.89,81.68,,2025-06-18 15:00:00,,,,
,27.5,75.5,0.9,81.5,,2025-06-18 15:30:00,,,,
,27.6,75.1,0.92,81.68,,2025-06-18 16:00:00,,,,
,27.6,76.7,0.86,81.68,,2025-06-18 16:30:00,,,,
,27.5,77.8,0.81,81.5,,2025-06-18 17:00:00,,,,
,27.6,77.3,0.84,81.68,,2025-06-18 17:30:00,,,,
,27.7,75.4,0.91,81.86,,2025-06-18 18:00:00,,,,
,27.8,76.6,0.87,82.04,,2025-06-18 18:30:00,,,,
,27.9,76.9,0.87,82.22,,2025-06-18 19:00:00,,,,
,27.8,76.4,0.88,82.04,,2025-06-18 19:30:00,,,,
,27.8,77.9,0.83,82.04,,2025-06-18 20:00:00,,,,
,27.9,76.3,0.89,82.22,,2025-06-18 20:30:00,,,,
,27.9,76.5,0.88,82.22,,2025-06-18 21:00:00,,,,
,28.1,77.9,0.84,82.58,,2025-06-18 21:30:00,,,,
,28.3,77.6,0.86,82.94,,2025-06-18 22:00:00,,,,
,28.4,77.8,0.86,83.12,,2025-06-18 22:30:00,,,,
,28.1,78.2,0.83,82.58,,2025-06-18 23:00:00,,,,
,28.1,77.4,0.86,82.58,,2025-06-18 23:30:00,,,,
,28.0,79.3,0.78,82.4,,2025-06-19 00:00:00,,,,
,27.8,78.8,0.79,82.04,,2025-06-19 00:30:00,,,,
,27.7,80.4,0.73,81.86,,2025-06-19 01:00:00,,,,
,27.7,79.1,0.78,81.86,,2025-06-19 01:30:00,,,,
,27.7,80.2,0.74,81.86,,2025-06-19 02:00:00,,,,
,27.1,68.3,1.14,80.78,,2025-06-19 02:30:00,,,,
,28.5,69.4,1.19,83.3,,2025-06-19 03:00:00,,,,
,28.9,65.8,1.36,84.02,,2025-06-19 03:30:00,,,,
,25.8,68.5,1.05,78.44,,2025-06-19 04:00:00,,,,
,22.1,75.5,0.65,71.78,,2025-06-19 04:30:00,,,,
,21.5,76.6,0.6,70.7,,2025-06-19 05:00:00,,,,
,21.1,76.2,0.6,69.98,,2025-06-19 05:30:00,,,,
,21.2,73.6,0.66,70.16,,2025-06-19 06:00:00,,,,
,21.1,76.6,0.59,69.98,,2025-06-19 06:30:00,,,,
,21.0,76,0.6,69.8,,2025-06-19 07:00:00,,,,
,21.1,78,0.55,69.98,,2025-06-19 07:30:00,,,,
,21.0,76.1,0.59,69.8,,2025-06-19 08:00:00,,,,
,21.0,76.5,0.58,69.8,,2025-06-19 08:30:00,,,,
,21.1,76.1,0.6,69.98,,2025-06-19 09:00:00,,,,
,21.1,77.6,0.56,69.98,,2025-06-19 09:30:00,,,,
,21.0,76.8,0.58,69.8,,2025-06-19 10:00:00,,,,
,25.8,69.7,1.01,78.44,,2025-06-19 10:30:00,,,,
,28.4,65.5,1.33,83.12,,2025-06-19 11:00:00,,,,
,27.4,66.7,1.22,81.32,,2025-06-19 11:30:00,,,,
,28.5,65.9,1.33,83.3,,2025-06-19 12:00:00,,,,
,28.5,64.3,1.39,83.3,,2025-06-19 12:30:00,,,,
,27.1,66.5,1.2,80.78,,2025-06-19 13:00:00,,,,
,26.1,76.6,0.79,78.98,,2025-06-19 13:30:00,,,,
,26.6,76.1,0.83,79.88,,2025-06-19 14:00:00,,,,
,26.8,76.5,0.83,80.24,,2025-06-19 14:30:00,,,,
,27.0,76.5,0.84,80.6,,2025-06-19 15:00:00,,,,
,27.1,76.1,0.86,80.78,,2025-06-19 15:30:00,,,,
,27.1,76.1,0.86,80.78,,2025-06-19 16:00:00,,,,
,27.2,77.3,0.82,80.96,,2025-06-19 16:30:00,,,,
,27.2,75.9,0.87,80.96,,2025-06-19 17:00:00,,,,
,28.2,74.9,0.96,82.76,,2025-06-19 17:30:00,,,,
,28.5,73.4,1.04,83.3,,2025-06-19 18:00:00,,,,
,28.7,72.7,1.07,83.66,,2025-06-19 18:30:00,,,,
,28.8,73.5,1.05,83.84,,2025-06-19 19:00:00,,,,
,28.9,74.2,1.03,84.02,,2025-06-19 19:30:00,,,,
,28.8,74.6,1.01,83.84,,2025-06-19 20:00:00,,,,
,28.7,73.4,1.05,83.66,,2025-06-19 20:30:00,,,,
,28.7,74.2,1.02,83.66,,2025-06-19 21:00:00,,,,
,28.8,71.4,1.13,83.84,,2025-06-19 21:30:00,,,,
,29.1,72.3,1.12,84.38,,2025-06-19 22:00:00,,,,
,28.7,66.5,1.32,83.66,,2025-06-19 22:30:00,,,,
,29.1,64.9,1.41,84.38,,2025-06-19 23:00:00,,,,
,29.0,61,1.56,84.2,,2025-06-19 23:30:00,,,,
,28.4,61.8,1.48,83.12,,2025-06-20 00:00:00,,,,
,28.1,63.4,1.39,82.58,,2025-06-20 00:30:00,,,,
,29.0,63.8,1.45,84.2,,2025-06-20 01:00:01,,,,
,27.8,72.3,1.03,82.04,,2025-06-20 01:30:00,,,,
,26.9,63.9,1.28,80.42,,2025-06-20 02:00:00,,,,
,27.6,63,1.37,81.68,,2025-06-20 02:30:00,,,,
,28.2,61.5,1.47,82.76,,2025-06-20 03:00:00,,,,
,28.9,69.8,1.2,84.02,,2025-06-20 03:30:00,,,,
,25.7,75.4,0.81,78.26,,2025-06-20 04:00:00,,,,
,22.4,78.4,0.59,72.32,,2025-06-20 04:30:00,,,,
,21.8,76.4,0.62,71.24,,2025-06-20 05:00:00,,,,
,21.6,80.5,0.5,70.88,,2025-06-20 05:30:00,,,,
,21.3,77.8,0.56,70.34,,2025-06-20 06:00:00,,,,
,21.3,78.1,0.55,70.34,,2025-06-20 06:30:00,,,,
,21.0,78.6,0.53,69.8,,2025-06-20 07:00:00,,,,
,21.0,82.5,0.44,69.8,,2025-06-20 07:30:00,,,,
,20.9,76.6,0.58,69.62,,2025-06-20 08:00:00,,,,
,20.7,77.6,0.55,69.26,,2025-06-20 08:30:00,,,,
,20.6,79.7,0.49,69.08,,2025-06-20 09:00:00,,,,
,20.5,82.6,0.42,68.9,,2025-06-20 09:30:00,,,,
,20.5,79.1,0.5,68.9,,2025-06-20 10:00:00,,,,
,24.7,73.7,0.82,76.46,,2025-06-20 10:30:00,,,,
,27.4,70.7,1.07,81.32,,2025-06-20 11:00:00,,,,
,28.0,72.3,1.05,82.4,,2025-06-20 11:30:00,,,,
,28.2,67.9,1.23,82.76,,2025-06-20 12:00:00,,,,
,28.3,72.6,1.05,82.94,,2025-06-20 12:30:00,,,,
,28.5,70.8,1.14,83.3,,2025-06-20 13:00:00,,,,
,28.8,68,1.27,83.84,,2025-06-20 13:30:00,,,,
,28.9,67.9,1.28,84.02,,2025-06-20 14:00:00,,,,
,29.0,71.8,1.13,84.2,,2025-06-20 14:30:00,,,,
,28.5,70.1,1.16,83.3,,2025-06-20 15:00:00,,,,
,27.9,69.8,1.13,82.22,,2025-06-20 15:30:00,,,,
,29.0,73,1.08,84.2,,2025-06-20 16:00:00,,,,
,28.6,70.2,1.17,83.48,,2025-06-20 16:30:00,,,,
,28.5,67.9,1.25,83.3,,2025-06-20 17:00:00,,,,
,27.1,75.8,0.87,80.78,,2025-06-20 17:30:00,,,,
,27.5,70.9,1.07,81.5,,2025-06-20 18:00:00,,,,
,28.4,72.4,1.07,83.12,,2025-06-20 18:30:00,,,,
,28.9,71,1.15,84.02,,2025-06-20 19:00:00,,,,
,27.2,76.1,0.86,80.96,,2025-06-20 19:30:00,,,,
,28.7,68.9,1.22,83.66,,2025-06-20 20:00:00,,,,
,27.0,70.9,1.04,80.6,,2025-06-20 20:30:00,,,,
,28.8,69.9,1.19,83.84,,2025-06-20 21:00:00,,,,
,27.6,73.1,0.99,81.68,,2025-06-20 21:30:00,,,,
,27.0,71,1.03,80.6,,2025-06-20 22:00:00,,,,
,27.2,69.9,1.09,80.96,,2025-06-20 22:30:00,,,,
,28.5,71.2,1.12,83.3,,2025-06-20 23:00:00,,,,
,28.9,69.9,1.2,84.02,,2025-06-20 23:30:00,,,,
,30.6,67.7,1.42,87.08,,2025-06-21 00:00:00,,,,
,30.9,67.3,1.46,87.62,,2025-06-21 00:30:00,,,,
,30.3,71.5,1.23,86.54,,2025-06-21 01:00:00,,,,
,26.3,81.1,0.65,79.34,,2025-06-21 02:00:00,,,,
,26.9,77.3,0.8,80.42,,2025-06-21 02:30:00,,,,
,27.0,76.7,0.83,80.6,,2025-06-21 03:00:00,,,,
,27.0,76.7,0.83,80.6,,2025-06-21 03:30:00,,,,
,25.4,77.1,0.74,77.72,,2025-06-21 04:00:00,,,,
,22.7,81.1,0.52,72.86,,2025-06-21 04:30:00,,,,
,21.7,82.3,0.46,71.06,,2025-06-21 05:30:00,,,,
,21.5,82,0.46,70.7,,2025-06-21 06:00:00,,,,
,21.3,82.1,0.45,70.34,,2025-06-21 06:30:00,,,,
,21.2,82.2,0.45,70.16,,2025-06-21 07:00:00,,,,
,21.1,81.9,0.45,69.98,,2025-06-21 07:30:00,,,,
,21.2,82.5,0.44,70.16,,2025-06-21 08:00:00,,,,
,21.2,83.1,0.43,70.16,,2025-06-21 09:00:00,,,,
,21.2,83.7,0.41,70.16,,2025-06-21 09:30:00,,,,
,21.2,83.9,0.41,70.16,,2025-06-21 10:00:00,,,,
,22.9,82.5,0.49,73.22,,2025-06-21 10:30:00,,,,
,25.3,79,0.68,77.54,,2025-06-21 11:00:00,,,,
,25.7,78.9,0.7,78.26,,2025-06-21 11:30:00,,,,
,25.8,79.2,0.69,78.44,,2025-06-21 12:30:00,,,,
,25.9,79.3,0.69,78.62,,2025-06-21 13:00:00,,,,
,26.0,79.6,0.69,78.8,,2025-06-21 13:30:00,,,,
,26.0,80,0.67,78.8,,2025-06-21 14:00:00,,,,
,26.0,80.2,0.67,78.8,,2025-06-21 14:30:00,,,,
,26.2,80.9,0.65,79.16,,2025-06-21 15:00:00,,,,
,26.3,81,0.65,79.34,,2025-06-21 15:30:00,,,,
,26.3,80.9,0.65,79.34,,2025-06-21 16:00:00,,,,
,26.4,80.8,0.66,79.52,,2025-06-21 16:30:00,,,,
,26.5,81.1,0.65,79.7,,2025-06-21 17:00:00,,,,
,27.7,73.2,1,81.86,,2025-06-21 17:30:00,,,,
,30.5,65.7,1.5,86.9,,2025-06-21 18:00:00,,,,
,30.5,66.7,1.45,86.9,,2025-06-21 18:30:00,,,,
,30.8,65.6,1.53,87.44,,2025-06-21 19:00:00,,,,
,31.0,65.8,1.54,87.8,,2025-06-21 19:30:00,,,,
,30.9,65.8,1.53,87.62,,2025-06-21 20:00:00,,,,
,27.3,78.2,0.79,81.14,,2025-06-21 20:30:00,,,,
,27.2,78.1,0.79,80.96,,2025-06-21 21:00:00,,,,
,27.2,78.1,0.79,80.96,,2025-06-21 21:30:00,,,,
,27.2,78.3,0.78,80.96,,2025-06-21 22:00:00,,,,
,27.1,78.6,0.77,80.78,,2025-06-21 22:30:00,,,,
,27.2,78.5,0.78,80.96,,2025-06-21 23:00:00,,,,
,27.1,79.8,0.72,80.78,,2025-06-21 23:30:00,,,,
,27.1,79.4,0.74,80.78,,2025-06-22 00:00:00,,,,
,27.1,79.9,0.72,80.78,,2025-06-22 00:30:00,,,,
,27.0,81.6,0.66,80.6,,2025-06-22 01:00:00,,,,
,27.0,80.1,0.71,80.6,,2025-06-22 01:30:00,,,,
,27.0,81.4,0.66,80.6,,2025-06-22 02:00:00,,,,
,26.8,82.1,0.63,80.24,,2025-06-22 02:30:00,,,,
,26.7,82.3,0.62,80.06,,2025-06-22 03:00:00,,,,
,26.6,81.4,0.65,79.88,,2025-06-22 03:30:00,,,,
,25.1,79.8,0.64,77.18,,2025-06-22 04:00:00,,,,
,23.1,82,0.51,73.58,,2025-06-22 04:30:00,,,,
,22.6,82,0.49,72.68,,2025-06-22 05:00:00,,,,
,22.3,81.5,0.5,72.14,,2025-06-22 05:30:00,,,,
,22.0,81.2,0.5,71.6,,2025-06-22 06:00:00,,,,
,21.8,81.1,0.49,71.24,,2025-06-22 06:30:00,,,,
,21.7,81.5,0.48,71.06,,2025-06-22 07:00:00,,,,
,21.6,81.6,0.47,70.88,,2025-06-22 07:30:00,,,,
,21.4,82,0.46,70.52,,2025-06-22 08:00:00,,,,
,21.3,82,0.46,70.34,,2025-06-22 08:30:00,,,,
,21.1,82.2,0.45,69.98,,2025-06-22 09:00:00,,,,
,20.9,82.2,0.44,69.62,,2025-06-22 09:30:00,,,,
,20.8,82.2,0.44,69.44,,2025-06-22 10:00:00,,,,
,22.6,83.3,0.46,72.68,,2025-06-22 10:30:00,,,,
,23.9,82.3,0.52,75.02,,2025-06-22 11:00:00,,,,
,24.3,82.2,0.54,75.74,,2025-06-22 11:30:00,,,,
,24.5,82,0.55,76.1,,2025-06-22 12:00:00,,,,
,24.6,82.6,0.54,76.28,,2025-06-22 12:30:00,,,,
,24.8,81.6,0.58,76.64,,2025-06-22 13:00:00,,,,
,24.9,81.6,0.58,76.82,,2025-06-22 13:30:00,,,,
,24.9,81.2,0.59,76.82,,2025-06-22 14:00:00,,,,
,24.9,81.8,0.57,76.82,,2025-06-22 14:30:00,,,,
,25.0,81.1,0.6,77.0,,2025-06-22 15:00:00,,,,
,24.9,82.7,0.54,76.82,,2025-06-22 15:30:00,,,,
,25.0,83.1,0.54,77.0,,2025-06-22 16:00:00,,,,
,24.6,83.6,0.51,76.28,,2025-06-22 16:30:00,,,,
,29.6,59.9,1.66,85.28,,2025-06-22 17:00:00,,,,
,29.4,60,1.64,84.92,,2025-06-22 17:30:00,,,,
,29.7,60.4,1.65,85.46,,2025-06-22 18:00:00,,,,
,29.7,64.5,1.48,85.46,,2025-06-22 18:30:00,,,,
,29.9,63.7,1.53,85.82,,2025-06-22 19:00:00,,,,
,29.9,65.9,1.44,85.82,,2025-06-22 19:30:00,,,,
,29.9,62.8,1.57,85.82,,2025-06-22 20:00:00,,,,
,29.7,63.7,1.51,85.46,,2025-06-22 20:30:00,,,,
,29.6,63.6,1.51,85.28,,2025-06-22 21:00:00,,,,
,24.7,79.2,0.65,76.46,,2025-06-22 21:30:00,,,,
,28.0,68.9,1.18,82.4,,2025-06-22 22:00:00,,,,
,27.5,72.3,1.02,81.5,,2025-06-22 22:30:00,,,,
,27.4,73.7,0.96,81.32,,2025-06-22 23:00:00,,,,
,26.6,68.9,1.08,79.88,,2025-06-22 23:30:00,,,,
,28.2,66.5,1.28,82.76,,2025-06-23 00:00:00,,,,
,28.3,66.6,1.28,82.94,,2025-06-23 00:30:00,,,,
,28.3,63.1,1.42,82.94,,2025-06-23 01:00:00,,,,
,28.5,64.5,1.38,83.3,,2025-06-23 01:30:00,,,,
,28.4,63.9,1.4,83.12,,2025-06-23 02:00:00,,,,
,28.4,66.8,1.28,83.12,,2025-06-23 02:30:00,,,,
,28.4,63.8,1.4,83.12,,2025-06-23 03:00:00,,,,
,28.2,63.9,1.38,82.76,,2025-06-23 03:30:00,,,,
,25.4,64.9,1.14,77.72,,2025-06-23 04:00:00,,,,
,23.0,74.4,0.72,73.4,,2025-06-23 04:30:00,,,,
,23.0,75.7,0.68,73.4,,2025-06-23 05:00:00,,,,
,22.9,75.5,0.68,73.22,,2025-06-23 05:30:00,,,,
,22.9,75.1,0.7,73.22,,2025-06-23 06:00:00,,,,
,22.2,70.8,0.78,71.96,,2025-06-23 06:30:00,,,,
,22.0,71.4,0.76,71.6,,2025-06-23 07:00:00,,,,
,22.5,72.8,0.74,72.5,,2025-06-23 07:30:00,,,,
,22.6,73.8,0.72,72.68,,2025-06-23 08:00:00,,,,
,22.1,70.6,0.78,71.78,,2025-06-23 08:30:00,,,,
,21.8,69.3,0.8,71.24,,2025-06-23 09:00:00,,,,
,21.8,70.6,0.77,71.24,,2025-06-23 09:30:00,,,,
,22.3,73.4,0.72,72.14,,2025-06-23 10:00:00,,,,
,25.3,65,1.13,77.54,,2025-06-23 10:30:00,,,,
,27.7,65.2,1.29,81.86,,2025-06-23 11:00:00,,,,
,28.0,62.2,1.43,82.4,,2025-06-23 11:30:00,,,,
,28.1,62.5,1.43,82.58,,2025-06-23 12:00:00,,,,
,28.1,62.1,1.44,82.58,,2025-06-23 12:30:00,,,,
,28.1,60.9,1.49,82.58,,2025-06-23 13:00:00,,,,
,28.4,61.9,1.47,83.12,,2025-06-23 13:30:00,,,,
,28.5,60.4,1.54,83.3,,2025-06-23 14:00:00,,,,
,28.5,59.9,1.56,83.3,,2025-06-23 14:30:00,,,,
,28.5,60.2,1.55,83.3,,2025-06-23 15:00:00,,,,
,28.5,60,1.56,83.3,,2025-06-23 15:30:00,,,,
,28.5,60,1.56,83.3,,2025-06-23 16:00:00,,,,
,28.6,60.2,1.56,83.48,,2025-06-23 16:30:00,,,,
,28.6,60,1.57,83.48,,2025-06-23 17:00:00,,,,
,28.3,61.9,1.47,82.94,,2025-06-23 17:30:00,,,,
,28.5,60.9,1.52,83.3,,2025-06-23 18:00:00,,,,
,28.5,60.7,1.53,83.3,,2025-06-23 18:30:00,,,,
,28.6,60.5,1.55,83.48,,2025-06-23 19:00:00,,,,
,28.4,60.7,1.52,83.12,,2025-06-23 19:30:00,,,,
,28.2,60.6,1.51,82.76,,2025-06-23 20:00:00,,,,
,28.2,60.2,1.52,82.76,,2025-06-23 20:30:00,,,,
,28.0,61.6,1.45,82.4,,2025-06-23 21:00:00,,,,
,28.2,60.6,1.51,82.76,,2025-06-23 21:30:00,,,,
,28.1,61.7,1.46,82.58,,2025-06-23 22:00:00,,,,
,28.1,60.6,1.5,82.58,,2025-06-23 22:30:00,,,,
,29.8,58.7,1.73,85.64,,2025-06-23 23:00:00,,,,
,30.2,57.3,1.83,86.36,,2025-06-23 23:30:00,,,,
,30.8,58.7,1.83,87.44,,2025-06-24 00:30:00,,,,
,29.7,74.1,1.08,85.46,,2025-06-24 01:00:00,,,,
,30.3,71.4,1.23,86.54,,2025-06-24 01:30:00,,,,
,30.2,73.7,1.13,86.36,,2025-06-24 02:00:00,,,,
,30.3,73.9,1.13,86.54,,2025-06-24 02:30:00,,,,
,30.5,72,1.22,86.9,,2025-06-24 03:00:00,,,,
,27.3,69,1.12,81.14,,2025-06-24 04:00:00,,,,
,23.9,71.1,0.86,75.02,,2025-06-24 04:30:00,,,,
,23.3,69.6,0.87,73.94,,2025-06-24 05:00:00,,,,
,22.9,69.3,0.86,73.22,,2025-06-24 05:30:00,,,,
,22.7,71,0.8,72.86,,2025-06-24 06:00:00,,,,
,22.6,68.8,0.86,72.68,,2025-06-24 06:30:00,,,,
,22.5,68.3,0.86,72.5,,2025-06-24 07:30:00,,,,
,22.3,72.2,0.75,72.14,,2025-06-24 08:00:00,,,,
,22.3,69.3,0.83,72.14,,2025-06-24 08:30:00,,,,
,22.2,68.8,0.83,71.96,,2025-06-24 09:00:00,,,,
,22.1,68.4,0.84,71.78,,2025-06-24 09:30:00,,,,
,22.0,68.8,0.82,71.6,,2025-06-24 10:00:00,,,,
,25.8,71.2,0.96,78.44,,2025-06-24 10:30:00,,,,
,28.9,71.9,1.12,84.02,,2025-06-24 11:00:00,,,,
,29.3,73.6,1.08,84.74,,2025-06-24 11:30:00,,,,
,29.8,70.6,1.23,85.64,,2025-06-24 12:00:00,,,,
,30.0,73.2,1.14,86.0,,2025-06-24 12:30:00,,,,
,30.2,72.1,1.2,86.36,,2025-06-24 13:00:00,,,,
,30.2,73.6,1.13,86.36,,2025-06-24 13:30:00,,,,
,30.7,73.2,1.18,87.26,,2025-06-24 14:00:00,,,,
,30.7,71.6,1.25,87.26,,2025-06-24 14:30:00,,,,
,30.6,70.7,1.29,87.08,,2025-06-24 15:00:00,,,,
,30.6,73.3,1.17,87.08,,2025-06-24 15:30:00,,,,
,30.6,74,1.14,87.08,,2025-06-24 16:00:00,,,,
,30.7,73.1,1.19,87.26,,2025-06-24 16:30:00,,,,
,30.7,73.9,1.15,87.26,,2025-06-24 17:00:00,,,,
,30.9,72.3,1.24,87.62,,2025-06-24 17:30:00,,,,
,30.6,70.2,1.31,87.08,,2025-06-24 18:00:00,,,,
,31.1,71,1.31,87.98,,2025-06-24 18:30:00,,,,
,30.9,73.4,1.19,87.62,,2025-06-24 19:00:00,,,,
,30.9,71.6,1.27,87.62,,2025-06-24 19:30:00,,,,
,30.9,72.7,1.22,87.62,,2025-06-24 20:00:00,,,,
,31.0,70.5,1.33,87.8,,2025-06-24 20:30:00,,,,
,28.8,71.9,1.11,83.84,,2025-06-24 21:00:00,,,,
,30.4,72.9,1.18,86.72,,2025-06-24 21:30:00,,,,
,29.9,72.5,1.16,85.82,,2025-06-24 22:00:00,,,,
,30.5,55.9,1.93,86.9,,2025-06-24 22:30:00,,,,
,30.2,60.8,1.68,86.36,,2025-06-24 23:00:00,,,,
,30.7,58.7,1.82,87.26,,2025-06-24 23:30:00,,,,
,30.8,57.3,1.9,87.44,,2025-06-25 00:00:00,,,,
,30.1,57.7,1.81,86.18,,2025-06-25 00:30:00,,,,
,29.7,58.4,1.73,85.46,,2025-06-25 01:00:00,,,,
,29.0,58.4,1.67,84.2,,2025-06-25 01:30:00,,,,
,24.0,95.4,0.14,75.2,,2025-06-25 02:00:00,,,,
,24.1,70.3,0.89,75.38,,2025-06-25 02:30:00,,,,
,23.8,68.8,0.92,74.84,,2025-06-25 03:00:00,,,,
,23.6,67.7,0.94,74.48,,2025-06-25 03:30:00,,,,
,23.4,67.1,0.95,74.12,,2025-06-25 04:00:00,,,,
,22.5,68.7,0.85,72.5,,2025-06-25 04:30:00,,,,
,22.2,68.8,0.83,71.96,,2025-06-25 05:00:00,,,,
,22.0,68.5,0.83,71.6,,2025-06-25 05:30:00,,,,
,21.9,68.3,0.83,71.42,,2025-06-25 06:00:00,,,,
,21.7,67.9,0.83,71.06,,2025-06-25 06:30:00,,,,
,21.5,67.5,0.83,70.7,,2025-06-25 07:00:00,,,,
,21.5,67.5,0.83,70.7,,2025-06-25 07:30:00,,,,
,21.4,67.4,0.83,70.52,,2025-06-25 08:00:00,,,,
,21.1,68.6,0.79,69.98,,2025-06-25 08:30:00,,,,
,21.8,72.5,0.72,71.24,,2025-06-25 09:00:00,,,,
,22.0,73.4,0.7,71.6,,2025-06-25 09:30:00,,,,
,22.0,73,0.71,71.6,,2025-06-25 10:00:00,,,,
,25.0,66.6,1.06,77.0,,2025-06-25 10:30:00,,,,
,24.1,69.8,0.91,75.38,,2025-06-25 11:00:00,,,,
,24.3,71.2,0.87,75.74,,2025-06-25 11:30:00,,,,
,25.1,68.4,1.01,77.18,,2025-06-25 12:00:00,,,,
,23.3,70.2,0.85,73.94,,2025-06-25 12:30:00,,,,
,23.0,75.4,0.69,73.4,,2025-06-25 13:00:00,,,,
,23.2,73.1,0.76,73.76,,2025-06-25 13:30:00,,,,
,23.2,71.6,0.81,73.76,,2025-06-25 14:00:00,,,,
,23.1,71.8,0.8,73.58,,2025-06-25 14:30:00,,,,
,24.8,69.5,0.95,76.64,,2025-06-25 15:00:00,,,,
,24.8,67.4,1.02,76.64,,2025-06-25 15:30:00,,,,
,23.9,69,0.92,75.02,,2025-06-25 16:00:00,,,,
,23.1,70.4,0.84,73.58,,2025-06-25 16:30:00,,,,
,24.4,69.6,0.93,75.92,,2025-06-25 17:00:00,,,,
,24.9,66.9,1.04,76.82,,2025-06-25 17:30:00,,,,
,23.6,69,0.9,74.48,,2025-06-25 18:00:00,,,,
,23.2,67.7,0.92,73.76,,2025-06-25 18:30:00,,,,
,25.0,68.3,1,77.0,,2025-06-25 19:00:00,,,,
,24.6,67.1,1.02,76.28,,2025-06-25 19:30:00,,,,
,23.6,69,0.9,74.48,,2025-06-25 20:00:00,,,,
,23.0,70.8,0.82,73.4,,2025-06-25 20:30:00,,,,
,23.8,70.6,0.87,74.84,,2025-06-25 21:00:00,,,,
,23.4,63.9,1.04,74.12,,2025-06-25 21:30:00,,,,
,23.5,71.1,0.84,74.3,,2025-06-25 22:00:00,,,,
,23.4,72,0.81,74.12,,2025-06-25 22:30:00,,,,
,23.5,74.7,0.73,74.3,,2025-06-25 23:00:00,,,,
,24.5,68.9,0.96,76.1,,2025-06-25 23:30:00,,,,
,23.2,70.4,0.84,73.76,,2025-06-26 00:00:00,,,,
,23.4,68.6,0.9,74.12,,2025-06-26 00:30:00,,,,
,23.4,74.6,0.73,74.12,,2025-06-26 01:00:00,,,,
,25.0,74.9,0.8,77.0,,2025-06-26 01:30:00,,,,
,23.5,75.3,0.72,74.3,,2025-06-26 02:00:00,,,,
,24.9,74.9,0.79,76.82,,2025-06-26 02:30:00,,,,
,24.0,77.2,0.68,75.2,,2025-06-26 03:00:00,,,,
,25.1,73.9,0.83,77.18,,2025-06-26 03:30:00,,,,
,23.4,76.3,0.68,74.12,,2025-06-26 04:00:00,,,,
,20.9,81.6,0.45,69.62,,2025-06-26 04:30:00,,,,
,20.3,82.1,0.43,68.54,,2025-06-26 05:00:00,,,,
,23.1,76.8,0.66,73.58,,2025-06-26 05:30:00,,,,
,20.9,80.6,0.48,69.62,,2025-06-26 06:00:00,,,,
,20.1,84.1,0.37,68.18,,2025-06-26 06:30:00,,,,
,20.6,92,0.19,69.08,,2025-06-26 07:00:00,,,,
,20.7,93.3,0.16,69.26,,2025-06-26 07:30:00,,,,
,20.8,94.3,0.14,69.44,,2025-06-26 08:00:00,,,,
,20.8,94.8,0.13,69.44,,2025-06-26 08:30:00,,,,
,20.8,95.2,0.12,69.44,,2025-06-26 09:00:00,,,,
,20.8,95.5,0.11,69.44,,2025-06-26 09:30:00,,,,
,20.8,95.7,0.11,69.44,,2025-06-26 10:00:00,,,,
,20.8,95.8,0.1,69.44,,2025-06-26 10:30:00,,,,
,20.8,95.9,0.1,69.44,,2025-06-26 11:00:00,,,,
,20.8,96,0.1,69.44,,2025-06-26 11:30:00,,,,
,20.8,96.1,0.1,69.44,,2025-06-26 12:00:00,,,,
,20.8,96.2,0.09,69.44,,2025-06-26 12:30:00,,,,
,19.5,85.2,0.34,67.1,,2025-06-26 13:00:00,,,,
,19.6,85,0.34,67.28,,2025-06-26 13:30:00,,,,
,19.5,83.4,0.38,67.1,,2025-06-26 14:00:00,,,,
,19.4,82.5,0.39,66.92,,2025-06-26 14:30:00,,,,
,19.4,81.6,0.41,66.92,,2025-06-26 15:00:00,,,,
,22.8,75.2,0.69,73.04,,2025-06-26 15:30:00,,,,
,25.7,71.6,0.94,78.26,,2025-06-26 16:00:00,,,,
,25.3,73.4,0.86,77.54,,2025-06-26 16:30:00,,,,
,25.1,74.5,0.81,77.18,,2025-06-26 17:00:00,,,,
,25.3,74.5,0.82,77.54,,2025-06-26 17:30:00,,,,
,25.0,77.2,0.72,77.0,,2025-06-26 18:00:00,,,,
,24.4,78,0.67,75.92,,2025-06-26 18:30:00,,,,
,26.0,77.7,0.75,78.8,,2025-06-26 19:30:00,,,,
,26.0,78,0.74,78.8,,2025-06-26 20:00:00,,,,
