deviceSerialnum,temperature(°C),humidity,vpd,temperature(°F),co2,Timestamp,temperature_soil_f(°F),temperature_soil(°C),ppfd,power
,29.1,55.6,1.79,84.38,,2025-05-21 00:30:01,,,,
,28.6,58.5,1.62,83.48,,2025-05-21 01:00:01,,,,
,30.6,57.3,1.88,87.08,,2025-05-21 01:30:00,,,,
,28.9,40.4,2.37,84.02,,2025-05-21 02:00:01,,,,
,28.6,39.1,2.38,83.48,,2025-05-21 02:30:00,,,,
,28.4,31.6,2.65,83.12,,2025-05-21 03:00:01,,,,
,29.0,54.6,1.82,84.2,,2025-05-21 03:30:00,,,,
,23.6,61,1.14,74.48,,2025-05-21 04:30:00,,,,
,23.4,62.8,1.07,74.12,,2025-05-21 05:00:01,,,,
,23.2,61.6,1.09,73.76,,2025-05-21 05:30:01,,,,
,23.1,60,1.13,73.58,,2025-05-21 06:00:00,,,,
,23.0,58,1.18,73.4,,2025-05-21 06:30:00,,,,
,23.0,56.9,1.21,73.4,,2025-05-21 07:00:00,,,,
,23.0,58.7,1.16,73.4,,2025-05-21 07:30:00,,,,
,23.0,58.1,1.18,73.4,,2025-05-21 08:00:00,,,,
,23.0,61.4,1.08,73.4,,2025-05-21 08:30:00,,,,
,23.0,57.6,1.19,73.4,,2025-05-21 09:00:00,,,,
,22.9,58.1,1.17,73.22,,2025-05-21 09:30:00,,,,
,23.0,58.6,1.16,73.4,,2025-05-21 10:00:00,,,,
,27.3,50.7,1.79,81.14,,2025-05-21 10:30:00,,,,
,28.9,56.2,1.74,84.02,,2025-05-21 11:00:00,,,,
,28.8,55.2,1.77,83.84,,2025-05-21 11:30:00,,,,
,28.5,57,1.67,83.3,,2025-05-21 12:00:00,,,,
,28.7,57.5,1.67,83.66,,2025-05-21 12:30:00,,,,
,28.7,56.1,1.73,83.66,,2025-05-21 13:00:00,,,,
,28.6,57,1.68,83.48,,2025-05-21 13:30:01,,,,
,28.8,55.4,1.77,83.84,,2025-05-21 14:00:00,,,,
,28.7,57,1.69,83.66,,2025-05-21 14:30:00,,,,
,28.1,56.8,1.64,82.58,,2025-05-21 15:00:01,,,,
,28.5,57.6,1.65,83.3,,2025-05-21 15:30:01,,,,
,28.7,56.4,1.72,83.66,,2025-05-21 16:00:01,,,,
,28.8,56.3,1.73,83.84,,2025-05-21 16:30:00,,,,
,29.0,55.6,1.78,84.2,,2025-05-21 17:00:00,,,,
,29.1,55.1,1.81,84.38,,2025-05-21 17:30:00,,,,
,28.2,57.2,1.64,82.76,,2025-05-21 18:00:00,,,,
,28.0,57.3,1.61,82.4,,2025-05-21 18:30:00,,,,
,28.1,57.5,1.62,82.58,,2025-05-21 19:00:01,,,,
,26.5,49.8,1.74,79.7,,2025-05-21 19:30:00,,,,
,26.8,51.4,1.71,80.24,,2025-05-21 20:00:00,,,,
,26.9,54.5,1.61,80.42,,2025-05-21 20:30:00,,,,
,26.9,49.4,1.79,80.42,,2025-05-21 21:00:00,,,,
,26.8,54.6,1.6,80.24,,2025-05-21 21:30:00,,,,
,26.7,53.4,1.63,80.06,,2025-05-21 22:00:00,,,,
,25.4,67.9,1.04,77.72,,2025-05-21 22:30:00,,,,
,25.1,71.1,0.92,77.18,,2025-05-21 23:00:00,,,,
,25.5,66,1.11,77.9,,2025-05-21 23:30:01,,,,
,23.8,77.8,0.65,74.84,,2025-05-22 00:00:01,,,,
,24.2,53.6,1.4,75.56,,2025-05-22 00:30:01,,,,
,23.8,53.4,1.37,74.84,,2025-05-22 01:00:01,,,,
,24.4,47.2,1.61,75.92,,2025-05-22 01:30:00,,,,
,23.8,52.1,1.41,74.84,,2025-05-22 02:00:00,,,,
,23.9,54.3,1.36,75.02,,2025-05-22 02:30:00,,,,
,23.7,58.7,1.21,74.66,,2025-05-22 03:00:00,,,,
,24.2,49,1.54,75.56,,2025-05-22 03:30:00,,,,
,20.7,79.1,0.51,69.26,,2025-05-22 04:00:01,,,,
,19.6,78.1,0.5,67.28,,2025-05-22 04:30:00,,,,
,19.4,76.1,0.54,66.92,,2025-05-22 05:00:01,,,,
,19.8,70.6,0.68,67.64,,2025-05-22 05:30:00,,,,
,19.6,72.4,0.63,67.28,,2025-05-22 06:30:00,,,,
,19.4,73.3,0.6,66.92,,2025-05-22 07:30:01,,,,
,19.3,72.6,0.61,66.74,,2025-05-22 08:00:00,,,,
,19.1,75.7,0.54,66.38,,2025-05-22 08:30:00,,,,
,19.2,76.8,0.52,66.56,,2025-05-22 09:30:01,,,,
,19.2,75.9,0.54,66.56,,2025-05-22 10:00:01,,,,
,21.8,69.4,0.8,71.24,,2025-05-22 10:30:01,,,,
,23.1,78.3,0.61,73.58,,2025-05-22 11:00:00,,,,
,23.6,53.2,1.36,74.48,,2025-05-22 11:30:00,,,,
,23.7,51.6,1.42,74.66,,2025-05-22 12:00:00,,,,
,23.7,52.1,1.4,74.66,,2025-05-22 12:30:00,,,,
,23.6,52.3,1.39,74.48,,2025-05-22 13:00:01,,,,
,23.7,52.6,1.39,74.66,,2025-05-22 13:30:01,,,,
,23.3,56.3,1.25,73.94,,2025-05-22 14:00:00,,,,
,23.1,57.7,1.2,73.58,,2025-05-22 14:30:00,,,,
,22.9,78.5,0.6,73.22,,2025-05-22 15:00:00,,,,
,23.5,59.8,1.16,74.3,,2025-05-22 15:30:00,,,,
,23.5,59.9,1.16,74.3,,2025-05-22 16:00:01,,,,
,23.6,57.1,1.25,74.48,,2025-05-22 16:30:00,,,,
,23.6,58.2,1.22,74.48,,2025-05-22 17:00:00,,,,
,23.8,57.6,1.25,74.84,,2025-05-22 17:30:00,,,,
,24.0,53.2,1.4,75.2,,2025-05-22 18:00:01,,,,
,24.0,53.7,1.38,75.2,,2025-05-22 18:30:00,,,,
,24.3,51.6,1.47,75.74,,2025-05-22 19:00:01,,,,
,24.2,51.7,1.46,75.56,,2025-05-22 19:30:01,,,,
,24.1,53.2,1.4,75.38,,2025-05-22 20:00:01,,,,
,24.0,52.1,1.43,75.2,,2025-05-22 20:30:00,,,,
,23.8,55,1.33,74.84,,2025-05-22 21:00:00,,,,
,23.9,54.1,1.36,75.02,,2025-05-22 21:30:00,,,,
,23.5,56,1.27,74.3,,2025-05-22 22:00:01,,,,
,23.1,60,1.13,73.58,,2025-05-22 22:30:00,,,,
,23.3,61.2,1.11,73.94,,2025-05-22 23:30:01,,,,
,23.5,58.3,1.21,74.3,,2025-05-23 00:00:00,,,,
,23.6,58.2,1.22,74.48,,2025-05-23 00:30:00,,,,
,23.9,56.2,1.3,75.02,,2025-05-23 01:00:00,,,,
,23.7,63.4,1.07,74.66,,2025-05-23 01:30:00,,,,
,23.3,62.5,1.07,73.94,,2025-05-23 02:00:01,,,,
,23.1,77.6,0.63,73.58,,2025-05-23 02:30:00,,,,
,21.9,77.2,0.6,71.42,,2025-05-23 03:00:01,,,,
,22.4,73,0.73,72.32,,2025-05-23 03:30:00,,,,
,19.6,79.5,0.47,67.28,,2025-05-23 04:00:01,,,,
,19.0,88.8,0.25,66.2,,2025-05-23 04:30:00,,,,
,20.5,73.2,0.65,68.9,,2025-05-23 05:30:00,,,,
,20.7,78.3,0.53,69.26,,2025-05-23 06:30:00,,,,
,20.3,67.4,0.78,68.54,,2025-05-23 07:00:00,,,,
,20.2,76.5,0.56,68.36,,2025-05-23 07:30:00,,,,
,20.1,80.7,0.45,68.18,,2025-05-23 08:30:00,,,,
,20.0,67.8,0.75,68.0,,2025-05-23 09:00:00,,,,
,19.9,75.9,0.56,67.82,,2025-05-23 09:30:00,,,,
,19.9,74.6,0.59,67.82,,2025-05-23 10:30:00,,,,
,25.2,69.1,0.99,77.36,,2025-05-23 11:00:01,,,,
,24.6,71.2,0.89,76.28,,2025-05-23 11:30:00,,,,
,24.7,71.7,0.88,76.46,,2025-05-23 12:00:00,,,,
,24.8,69.2,0.96,76.64,,2025-05-23 12:30:01,,,,
,24.9,72,0.88,76.82,,2025-05-23 13:00:00,,,,
,25.1,70.6,0.94,77.18,,2025-05-23 13:30:00,,,,
,25.4,70.4,0.96,77.72,,2025-05-23 14:00:00,,,,
,25.3,71.6,0.92,77.54,,2025-05-23 14:30:01,,,,
,25.4,70.4,0.96,77.72,,2025-05-23 15:00:00,,,,
,25.6,70.9,0.96,78.08,,2025-05-23 15:30:00,,,,
,25.6,70.2,0.98,78.08,,2025-05-23 16:00:00,,,,
,25.6,69.7,0.99,78.08,,2025-05-23 16:30:00,,,,
,25.6,69.9,0.99,78.08,,2025-05-23 17:00:00,,,,
,25.2,62.3,1.21,77.36,,2025-05-23 17:30:00,,,,
,25.0,62.6,1.18,77.0,,2025-05-23 18:00:00,,,,
,26.8,49.7,1.77,80.24,,2025-05-23 18:30:00,,,,
,26.8,60.8,1.38,80.24,,2025-05-23 19:00:01,,,,
,25.4,42.4,1.87,77.72,,2025-05-23 19:30:00,,,,
,25.9,43.5,1.89,78.62,,2025-05-23 20:00:00,,,,
,28.0,58.3,1.58,82.4,,2025-05-23 20:30:00,,,,
,28.3,57.2,1.65,82.94,,2025-05-23 21:30:01,,,,
,31.6,54.6,2.11,88.88,,2025-05-23 22:00:00,,,,
,25.5,45.5,1.78,77.9,,2025-05-23 22:30:00,,,,
,25.7,55.4,1.47,78.26,,2025-05-23 23:00:00,,,,
,25.6,62,1.25,78.08,,2025-05-23 23:30:01,,,,
,24.4,70.6,0.9,75.92,,2025-05-24 00:00:01,,,,
,25.9,72.3,0.93,78.62,,2025-05-24 00:30:01,,,,
,25.7,63.9,1.19,78.26,,2025-05-24 01:00:00,,,,
,26.1,64.5,1.2,78.98,,2025-05-24 01:30:00,,,,
,28.4,48,2.01,83.12,,2025-05-24 02:00:01,,,,
,28.3,56.8,1.66,82.94,,2025-05-24 02:30:00,,,,
,25.6,68.3,1.04,78.08,,2025-05-24 03:00:01,,,,
,23.4,70.2,0.86,74.12,,2025-05-24 03:30:00,,,,
,22.1,75.2,0.66,71.78,,2025-05-24 04:00:00,,,,
,22.9,71.5,0.8,73.22,,2025-05-24 04:30:00,,,,
,22.9,70,0.84,73.22,,2025-05-24 05:00:00,,,,
,22.7,68.8,0.86,72.86,,2025-05-24 05:30:01,,,,
,22.7,71,0.8,72.86,,2025-05-24 06:00:00,,,,
,22.6,69.3,0.84,72.68,,2025-05-24 06:30:01,,,,
,22.6,71.8,0.77,72.68,,2025-05-24 07:00:00,,,,
,22.6,69.9,0.83,72.68,,2025-05-24 07:30:01,,,,
,22.5,71.1,0.79,72.5,,2025-05-24 08:00:00,,,,
,22.6,70.3,0.81,72.68,,2025-05-24 08:30:00,,,,
,22.5,68.5,0.86,72.5,,2025-05-24 09:00:00,,,,
,22.4,69.4,0.83,72.32,,2025-05-24 09:30:00,,,,
,22.3,72.2,0.75,72.14,,2025-05-24 10:00:00,,,,
,25.5,67,1.08,77.9,,2025-05-24 10:30:00,,,,
,26.0,61.9,1.28,78.8,,2025-05-24 11:00:00,,,,
,25.8,68.1,1.06,78.44,,2025-05-24 12:00:00,,,,
,26.0,67.3,1.1,78.8,,2025-05-24 12:30:00,,,,
,27.7,51.6,1.8,81.86,,2025-05-24 13:30:00,,,,
,28.3,48.9,1.97,82.94,,2025-05-24 14:00:01,,,,
,28.5,47,2.06,83.3,,2025-05-24 14:30:01,,,,
,28.6,46.4,2.1,83.48,,2025-05-24 15:00:00,,,,
,28.8,45.1,2.17,83.84,,2025-05-24 15:30:00,,,,
,28.8,42.9,2.26,83.84,,2025-05-24 16:30:01,,,,
,28.9,39.7,2.4,84.02,,2025-05-24 17:00:00,,,,
,29.0,39,2.44,84.2,,2025-05-24 17:30:00,,,,
,29.0,38.6,2.46,84.2,,2025-05-24 18:00:01,,,,
,29.0,37.9,2.49,84.2,,2025-05-24 18:30:01,,,,
,29.0,37.6,2.5,84.2,,2025-05-24 19:00:00,,,,
,29.1,37.3,2.53,84.38,,2025-05-24 19:30:01,,,,
,29.1,37,2.54,84.38,,2025-05-24 20:00:00,,,,
,27.1,62.2,1.36,80.78,,2025-05-24 20:30:01,,,,
,25.6,73,0.89,78.08,,2025-05-24 21:00:01,,,,
,25.9,68.9,1.04,78.62,,2025-05-24 21:30:00,,,,
,26.2,64.6,1.2,79.16,,2025-05-24 22:30:00,,,,
,25.0,67.8,1.02,77.0,,2025-05-24 23:00:00,,,,
,26.0,61.5,1.29,78.8,,2025-05-24 23:30:00,,,,
,25.9,65.5,1.15,78.62,,2025-05-25 00:30:00,,,,
,21.4,92.8,0.18,70.52,,2025-05-25 01:00:01,,,,
,23.6,71.5,0.83,74.48,,2025-05-25 01:30:01,,,,
,22.7,79.4,0.57,72.86,,2025-05-25 02:00:01,,,,
,22.8,78.6,0.59,73.04,,2025-05-25 02:30:00,,,,
,23.0,79.4,0.58,73.4,,2025-05-25 03:00:00,,,,
,23.0,78.3,0.61,73.4,,2025-05-25 03:30:00,,,,
,20.6,81.2,0.46,69.08,,2025-05-25 04:00:00,,,,
,16.3,95.3,0.09,61.34,,2025-05-25 04:30:00,,,,
,19.7,72.7,0.63,67.46,,2025-05-25 05:30:01,,,,
,21.9,72.8,0.71,71.42,,2025-05-25 06:00:01,,,,
,22.1,72.1,0.74,71.78,,2025-05-25 06:30:00,,,,
,22.2,71.8,0.75,71.96,,2025-05-25 07:30:00,,,,
,22.1,72,0.74,71.78,,2025-05-25 08:00:01,,,,
,22.0,74,0.69,71.6,,2025-05-25 08:30:00,,,,
,21.9,73.6,0.69,71.42,,2025-05-25 09:00:01,,,,
,21.9,73.3,0.7,71.42,,2025-05-25 09:30:00,,,,
,21.9,72.5,0.72,71.42,,2025-05-25 10:00:00,,,,
,26.2,67.4,1.11,79.16,,2025-05-25 10:30:00,,,,
,26.8,65.9,1.2,80.24,,2025-05-25 11:00:00,,,,
,27.1,62.7,1.34,80.78,,2025-05-25 11:30:00,,,,
,27.6,61.4,1.43,81.68,,2025-05-25 12:00:01,,,,
,27.3,64.8,1.28,81.14,,2025-05-25 12:30:00,,,,
,27.5,64.9,1.29,81.5,,2025-05-25 13:00:01,,,,
,27.7,63,1.37,81.86,,2025-05-25 13:30:01,,,,
,27.9,63.7,1.36,82.22,,2025-05-25 14:00:00,,,,
,27.7,60.4,1.47,81.86,,2025-05-25 14:30:00,,,,
,25.5,66.9,1.08,77.9,,2025-05-25 15:00:00,,,,
,26.2,63.9,1.23,79.16,,2025-05-25 15:30:01,,,,
,22.9,73.2,0.75,73.22,,2025-05-25 16:30:00,,,,
,26.1,76.4,0.8,78.98,,2025-05-25 17:00:00,,,,
,26.1,80,0.68,78.98,,2025-05-25 17:30:01,,,,
,24.4,78.4,0.66,75.92,,2025-05-25 18:00:00,,,,
,26.0,75.3,0.83,78.8,,2025-05-25 18:30:00,,,,
,23.0,79.1,0.59,73.4,,2025-05-25 19:00:01,,,,
,25.1,80.5,0.62,77.18,,2025-05-25 19:30:01,,,,
,24.3,74,0.79,75.74,,2025-05-25 20:00:00,,,,
,23.8,80.6,0.57,74.84,,2025-05-25 20:30:00,,,,
,25.9,78.3,0.73,78.62,,2025-05-25 21:00:01,,,,
,23.2,73.8,0.74,73.76,,2025-05-25 21:30:00,,,,
,25.2,81.2,0.6,77.36,,2025-05-25 22:00:00,,,,
,23.6,71.9,0.82,74.48,,2025-05-25 22:30:00,,,,
,23.6,71.1,0.84,74.48,,2025-05-25 23:00:00,,,,
,22.9,77.4,0.63,73.22,,2025-05-25 23:30:01,,,,
,23.6,80.4,0.57,74.48,,2025-05-26 00:00:00,,,,
,25.9,80,0.67,78.62,,2025-05-26 00:30:00,,,,
,24.4,77,0.7,75.92,,2025-05-26 01:00:00,,,,
,23.8,76.2,0.7,74.84,,2025-05-26 01:30:00,,,,
,23.6,74.8,0.73,74.48,,2025-05-26 02:00:01,,,,
,25.9,72.6,0.92,78.62,,2025-05-26 02:30:01,,,,
,24.5,75.2,0.76,76.1,,2025-05-26 03:00:00,,,,
,23.7,71,0.85,74.66,,2025-05-26 03:30:01,,,,
,25.0,75.3,0.78,77.0,,2025-05-26 04:00:00,,,,
,24.3,75.8,0.74,75.74,,2025-05-26 04:30:00,,,,
,23.9,77.6,0.66,75.02,,2025-05-26 05:00:00,,,,
,23.9,75.9,0.71,75.02,,2025-05-26 05:30:00,,,,
,23.8,75.6,0.72,74.84,,2025-05-26 06:00:01,,,,
,23.7,75.3,0.72,74.66,,2025-05-26 06:30:01,,,,
,23.5,76.9,0.67,74.3,,2025-05-26 07:00:00,,,,
,23.4,75.7,0.7,74.12,,2025-05-26 07:30:00,,,,
,23.2,76.8,0.66,73.76,,2025-05-26 08:00:00,,,,
,23.1,77.1,0.65,73.58,,2025-05-26 08:30:01,,,,
,23.0,76.6,0.66,73.4,,2025-05-26 09:00:01,,,,
,23.0,76,0.67,73.4,,2025-05-26 09:30:00,,,,
,22.9,80.3,0.55,73.22,,2025-05-26 10:00:00,,,,
,26.0,77.7,0.75,78.8,,2025-05-26 10:30:00,,,,
,23.9,68,0.95,75.02,,2025-05-26 11:00:01,,,,
,23.6,73.8,0.76,74.48,,2025-05-26 11:30:01,,,,
,23.4,73.8,0.75,74.12,,2025-05-26 12:00:01,,,,
,23.3,76.5,0.67,73.94,,2025-05-27 02:30:00,,,,
,24.2,78.7,0.64,75.56,,2025-05-28 00:00:00,,,,
,24.2,74.5,0.77,75.56,,2025-05-28 00:00:00,,,,
,26.3,82.6,0.6,79.34,,2025-05-28 00:00:01,,,,
,27.4,77.7,0.81,81.32,,2025-05-28 00:30:00,,,,
,29.0,65.7,1.37,84.2,,2025-05-28 01:00:01,,,,
,21.0,81.4,0.46,69.8,,2025-05-28 07:30:00,,,,
,21.0,81.5,0.46,69.8,,2025-05-28 07:30:01,,,,
,20.9,81.5,0.46,69.62,,2025-05-28 08:00:00,,,,
,21.0,80.9,0.48,69.8,,2025-05-28 08:00:00,,,,
,21.0,82.2,0.44,69.8,,2025-05-28 08:00:00,,,,
,21.0,82.6,0.43,69.8,,2025-05-28 08:30:00,,,,
,21.0,83.1,0.42,69.8,,2025-05-28 08:30:00,,,,
,21.0,82.8,0.43,69.8,,2025-05-28 09:00:00,,,,
,21.0,82.1,0.45,69.8,,2025-05-28 09:00:01,,,,
,21.0,83,0.42,69.8,,2025-05-28 09:00:01,,,,
,21.1,80.7,0.48,69.98,,2025-05-28 09:30:00,,,,
,21.1,80.5,0.49,69.98,,2025-05-28 09:30:01,,,,
,21.0,80.7,0.48,69.8,,2025-05-28 10:00:00,,,,
,21.0,80.6,0.48,69.8,,2025-05-28 10:00:01,,,,
,23.3,79.6,0.58,73.94,,2025-05-28 10:30:00,,,,
,24.8,77.3,0.71,76.64,,2025-05-28 10:30:00,,,,
,26.0,77.3,0.76,78.8,,2025-05-28 11:00:00,,,,
,26.1,75.7,0.82,78.98,,2025-05-28 11:00:01,,,,
,26.2,75.8,0.82,79.16,,2025-05-28 11:00:01,,,,
,26.4,77.2,0.78,79.52,,2025-05-28 11:30:01,,,,
,26.5,76.7,0.81,79.7,,2025-05-28 11:30:00,,,,
,26.6,76.3,0.83,79.88,,2025-05-28 12:00:00,,,,
,26.6,75.3,0.86,79.88,,2025-05-28 12:00:01,,,,
,25.7,81.4,0.61,78.26,,2025-05-28 12:00:01,,,,
,25.6,81.4,0.61,78.08,,2025-05-28 12:30:01,,,,
,25.3,80.7,0.62,77.54,,2025-05-28 13:00:01,,,,
,25.2,80.6,0.62,77.36,,2025-05-28 13:00:01,,,,
,25.0,80.7,0.61,77.0,,2025-05-28 13:30:00,,,,
,24.9,79.5,0.65,76.82,,2025-05-28 13:30:00,,,,
,24.7,80.5,0.61,76.46,,2025-05-28 14:00:00,,,,
,24.7,81.2,0.58,76.46,,2025-05-28 14:00:00,,,,
,24.7,79.6,0.63,76.46,,2025-05-28 14:30:01,,,,
,24.5,82,0.55,76.1,,2025-05-28 14:30:00,,,,
,24.5,80.7,0.59,76.1,,2025-05-28 15:00:00,,,,
,24.5,80.1,0.61,76.1,,2025-05-28 15:00:01,,,,
,24.4,80.3,0.6,75.92,,2025-05-28 15:30:00,,,,
,24.4,80.5,0.6,75.92,,2025-05-28 15:30:00,,,,
,24.4,78.9,0.64,75.92,,2025-05-28 16:00:00,,,,
,24.4,81.7,0.56,75.92,,2025-05-28 16:00:00,,,,
,24.5,80.7,0.59,76.1,,2025-05-28 16:00:00,,,,
,24.6,80.3,0.61,76.28,,2025-05-28 16:30:01,,,,
,24.5,81,0.58,76.1,,2025-05-28 16:30:00,,,,
,24.5,82.4,0.54,76.1,,2025-05-28 17:00:00,,,,
,24.5,80.8,0.59,76.1,,2025-05-28 17:00:01,,,,
,24.5,81.8,0.56,76.1,,2025-05-28 17:00:00,,,,
,24.5,81.5,0.57,76.1,,2025-05-28 17:30:00,,,,
,24.5,80.5,0.6,76.1,,2025-05-28 17:30:00,,,,
,24.5,80.5,0.6,76.1,,2025-05-28 18:00:00,,,,
,24.6,79.7,0.63,76.28,,2025-05-28 18:00:01,,,,
,24.4,82.9,0.52,75.92,,2025-05-28 18:30:01,,,,
,24.5,81.8,0.56,76.1,,2025-05-28 18:30:00,,,,
,24.4,79.3,0.63,75.92,,2025-05-28 19:00:00,,,,
,24.4,80.9,0.58,75.92,,2025-05-28 19:00:01,,,,
,24.4,80.2,0.61,75.92,,2025-05-28 19:30:00,,,,
,24.5,79.4,0.63,76.1,,2025-05-28 20:00:00,,,,
,24.4,82.5,0.53,75.92,,2025-05-28 20:00:00,,,,
,24.5,81,0.58,76.1,,2025-05-28 20:00:01,,,,
,24.4,81.4,0.57,75.92,,2025-05-28 20:30:00,,,,
,24.4,81.5,0.57,75.92,,2025-05-28 20:30:01,,,,
,24.5,79.8,0.62,76.1,,2025-05-28 21:00:00,,,,
,24.4,81.6,0.56,75.92,,2025-05-28 21:00:01,,,,
,24.7,82.4,0.55,76.46,,2025-05-28 21:00:01,,,,
,26.4,78.6,0.74,79.52,,2025-05-28 21:30:00,,,,
,26.5,76.3,0.82,79.7,,2025-05-28 21:30:00,,,,
,22.5,87.4,0.34,72.5,,2025-05-28 22:00:00,,,,
,23.6,79.8,0.59,74.48,,2025-05-28 22:30:00,,,,
,23.5,81.3,0.54,74.3,,2025-05-28 22:30:01,,,,
,21.9,94.2,0.15,71.42,,2025-05-28 23:00:00,,,,
,21.8,93.7,0.16,71.24,,2025-05-28 23:00:00,,,,
,21.1,99.3,0.02,69.98,,2025-05-28 23:30:00,,,,
,22.4,92.5,0.2,72.32,,2025-05-28 23:30:00,,,,
,23.7,79.5,0.6,74.66,,2025-05-29 00:00:00,,,,
,24.7,78.5,0.67,76.46,,2025-05-29 00:00:00,,,,
,26.9,73.9,0.93,80.42,,2025-05-29 00:30:00,,,,
,26.9,75.6,0.86,80.42,,2025-05-29 00:00:01,,,,
,26.8,78.1,0.77,80.24,,2025-05-29 01:00:00,,,,
,26.8,78.6,0.75,80.24,,2025-05-29 01:00:00,,,,
,26.4,75.3,0.85,79.52,,2025-05-29 01:30:00,,,,
,26.7,75,0.88,80.06,,2025-05-29 01:30:00,,,,
,26.7,76.5,0.82,80.06,,2025-05-29 02:00:01,,,,
,26.6,77.9,0.77,79.88,,2025-05-29 02:00:00,,,,
,27.0,74.3,0.92,80.6,,2025-05-29 02:30:00,,,,
,26.3,71.1,0.99,79.34,,2025-05-29 02:30:01,,,,
,22.8,83.7,0.45,73.04,,2025-05-29 03:00:01,,,,
,24.7,76.1,0.74,76.46,,2025-05-29 03:00:01,,,,
,24.7,76.1,0.74,76.46,,2025-05-29 03:30:01,,,,
,23.1,77.6,0.63,73.58,,2025-05-29 04:00:00,,,,
,21.5,81.6,0.47,70.7,,2025-05-29 04:00:00,,,,
,21.3,80.2,0.5,70.34,,2025-05-29 04:00:01,,,,
,21.1,81.7,0.46,69.98,,2025-05-29 04:30:01,,,,
,20.9,81.3,0.46,69.62,,2025-05-29 04:30:00,,,,
,20.8,81.1,0.46,69.44,,2025-05-29 05:00:00,,,,
,20.8,82.5,0.43,69.44,,2025-05-29 05:00:01,,,,
,20.8,81.8,0.45,69.44,,2025-05-29 05:00:01,,,,
,20.7,81.4,0.45,69.26,,2025-05-29 05:30:00,,,,
,20.7,82.1,0.44,69.26,,2025-05-29 05:30:01,,,,
,20.4,81,0.46,68.72,,2025-05-29 06:00:00,,,,
,20.3,83.9,0.38,68.54,,2025-05-29 06:00:00,,,,
,20.2,82.8,0.41,68.36,,2025-05-29 06:30:00,,,,
,20.2,82,0.43,68.36,,2025-05-29 07:00:00,,,,
,20.1,81.8,0.43,68.18,,2025-05-29 07:00:00,,,,
,20.2,79.4,0.49,68.36,,2025-05-29 07:00:00,,,,
,20.2,80.4,0.46,68.36,,2025-05-29 07:30:01,,,,
,20.2,82.2,0.42,68.36,,2025-05-29 07:30:00,,,,
,20.2,81.7,0.43,68.36,,2025-05-29 08:00:00,,,,
,20.1,80.8,0.45,68.18,,2025-05-29 08:00:00,,,,
,20.2,80.4,0.46,68.36,,2025-05-29 08:30:00,,,,
,20.1,80,0.47,68.18,,2025-05-29 08:30:00,,,,
,20.2,80.6,0.46,68.36,,2025-05-29 09:00:00,,,,
,20.1,78.9,0.5,68.18,,2025-05-29 09:00:00,,,,
,20.0,81.4,0.43,68.0,,2025-05-29 09:30:00,,,,
,19.9,80.3,0.46,67.82,,2025-05-29 09:30:01,,,,
,19.9,80.9,0.44,67.82,,2025-05-29 10:00:01,,,,
,19.9,80.9,0.44,67.82,,2025-05-29 10:00:01,,,,
,20.5,79.9,0.48,68.9,,2025-05-29 10:00:01,,,,
,22.7,76.3,0.65,72.86,,2025-05-29 10:30:00,,,,
,24.2,78.9,0.64,75.56,,2025-05-29 10:30:01,,,,
,25.8,77.8,0.74,78.44,,2025-05-29 11:00:01,,,,
,26.0,78.8,0.71,78.8,,2025-05-29 11:00:00,,,,
,26.6,77.7,0.78,79.88,,2025-05-29 11:30:00,,,,
,26.6,77.2,0.79,79.88,,2025-05-29 11:30:01,,,,
,26.7,77.2,0.8,80.06,,2025-05-29 12:00:00,,,,
,26.8,75.9,0.85,80.24,,2025-05-29 12:00:01,,,,
,27.0,75.4,0.88,80.6,,2025-05-29 12:30:00,,,,
,27.0,73.6,0.94,80.6,,2025-05-29 12:30:00,,,,
,24.9,78.3,0.68,76.82,,2025-05-29 13:00:00,,,,
,24.9,81.2,0.59,76.82,,2025-05-29 13:00:01,,,,
,24.8,80.4,0.61,76.64,,2025-05-29 13:00:00,,,,
,24.8,82.4,0.55,76.64,,2025-05-29 13:30:00,,,,
,24.9,80.1,0.63,76.82,,2025-05-29 13:30:00,,,,
,25.0,81,0.6,77.0,,2025-05-29 14:00:00,,,,
,25.0,81.3,0.59,77.0,,2025-05-29 14:00:00,,,,
,24.9,80.5,0.61,76.82,,2025-05-29 14:00:00,,,,
,25.1,81,0.61,77.18,,2025-05-29 14:30:00,,,,
,25.2,80.8,0.62,77.36,,2025-05-29 14:30:00,,,,
,25.2,82.4,0.56,77.36,,2025-05-29 15:00:00,,,,
,25.0,81.9,0.57,77.0,,2025-05-29 15:00:01,,,,
,25.0,80.5,0.62,77.0,,2025-05-29 15:30:00,,,,
,24.8,82,0.56,76.64,,2025-05-29 15:30:00,,,,
,25.0,83.4,0.53,77.0,,2025-05-29 16:00:01,,,,
,24.9,83,0.54,76.82,,2025-05-29 16:00:00,,,,
,25.0,80.7,0.61,77.0,,2025-05-29 16:00:01,,,,
,25.3,82.8,0.55,77.54,,2025-05-29 16:30:00,,,,
,25.3,81.6,0.59,77.54,,2025-05-29 16:30:01,,,,
,25.4,82.6,0.56,77.72,,2025-05-29 17:00:00,,,,
,25.2,82.3,0.57,77.36,,2025-05-29 17:00:01,,,,
,25.1,83.9,0.51,77.18,,2025-05-29 17:30:00,,,,
,25.0,82.4,0.56,77.0,,2025-05-29 17:30:01,,,,
